"Fmin","Fmin_B","CFI","RMSEA","Size_Of_CR","FC","Number_Of_CR","Location_Of_Misfit","Percent_Missing","Number_of_Missing_Variables","Missing_Mechanism"
0.045548,3.126879,0.98545,0.029298,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","Strong MAR"
0.099175,3.268618,0.969674,0.043246,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","Strong MAR"
0.153088,3.545747,0.956839,0.053735,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","Strong MAR"
5e-05,3.108868,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","Strong MAR"
0.011931,3.153194,0.996233,0.014971,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","Strong MAR"
0.047704,3.232316,0.985258,0.029984,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","Strong MAR"
0.106659,3.37935,0.968453,0.044849,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","Strong MAR"
0.167295,3.653148,0.954219,0.056174,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","Strong MAR"
5.3e-05,3.532832,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","Strong MAR"
0.013691,3.575202,0.996185,0.016041,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","Strong MAR"
0.058122,3.65699,0.984121,0.0331,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","Strong MAR"
0.141005,3.795716,0.962865,0.05157,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","Strong MAR"
0.246676,4.069767,0.9394,0.068215,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","Strong MAR"
4.7e-05,4.258323,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data","  MCAR"
0.057541,4.434653,0.987036,0.032935,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data","  MCAR"
0.253777,4.767007,0.946774,0.06919,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data","  MCAR"
0.675046,5.344417,0.8737,0.112853,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data","  MCAR"
1.464522,6.456082,0.773162,0.166227,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data","  MCAR"
5.2e-05,4.38073,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data","  MCAR"
0.057995,4.554749,0.987279,0.033064,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data","  MCAR"
0.255552,4.885138,0.947698,0.069431,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data","  MCAR"
0.678843,5.460855,0.875697,0.11317,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data","  MCAR"
1.494213,6.571048,0.772612,0.167904,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data","  MCAR"
4.2e-05,4.881164,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data","  MCAR"
0.060406,5.042177,0.98803,0.033745,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data","  MCAR"
0.264681,5.361625,0.950643,0.070661,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data","  MCAR"
0.698137,5.928017,0.882239,0.114767,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data","  MCAR"
1.621644,7.030164,0.769336,0.174917,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data","  MCAR"
5e-05,4.055916,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data","  MCAR"
0.057544,4.232133,0.986415,0.032935,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data","  MCAR"
0.253775,4.565484,0.944425,0.06919,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data","  MCAR"
0.675044,5.142893,0.868751,0.112852,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data","  MCAR"
1.46452,6.254557,0.765854,0.166227,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data","  MCAR"
5.3e-05,4.176072,1,2.7e-05,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data","  MCAR"
0.057991,4.350083,0.986681,0.033063,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data","  MCAR"
0.255522,4.68038,0.945416,0.069427,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data","  MCAR"
0.678771,5.256678,0.870883,0.113164,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data","  MCAR"
1.493759,6.366772,0.765388,0.167878,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data","  MCAR"
4.1e-05,4.667476,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data","  MCAR"
0.060333,4.827814,0.987514,0.033725,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data","  MCAR"
0.264442,5.147459,0.948636,0.070629,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data","  MCAR"
0.697682,5.713833,0.877904,0.114729,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data","  MCAR"
1.618587,6.816619,0.762558,0.174752,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data","  MCAR"
4.8e-05,3.752359,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data","  MCAR"
0.057536,3.928,0.985366,0.032933,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data","  MCAR"
0.253782,4.261194,0.940455,0.069191,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data","  MCAR"
0.67505,4.838603,0.860496,0.112853,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data","  MCAR"
1.464527,5.950267,0.753878,0.166228,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data","  MCAR"
5.8e-05,3.868906,0.999999,0.000295,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data","  MCAR"
0.057984,4.044132,0.985675,0.033061,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data","  MCAR"
0.255485,4.374095,0.941603,0.069422,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data","  MCAR"
0.678702,4.949436,0.862882,0.113158,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data","  MCAR"
1.493129,6.060792,0.753648,0.167843,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data","  MCAR"
4.9e-05,4.34592,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data","  MCAR"
0.060248,4.50734,0.986645,0.033701,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data","  MCAR"
0.264106,4.828404,0.945312,0.070584,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data","  MCAR"
0.696951,5.39377,0.870794,0.114669,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data","  MCAR"
1.613712,6.497933,0.751664,0.174489,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data","  MCAR"
4.7e-05,4.258323,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data","  MCAR"
0.057541,4.434653,0.987036,0.032935,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data","  MCAR"
0.253777,4.767007,0.946774,0.06919,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data","  MCAR"
0.675046,5.344417,0.8737,0.112853,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data","  MCAR"
1.464522,6.456082,0.773162,0.166227,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data","  MCAR"
5.2e-05,4.38073,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data","  MCAR"
0.057995,4.554749,0.987279,0.033064,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data","  MCAR"
0.255552,4.885138,0.947698,0.069431,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data","  MCAR"
0.678843,5.460855,0.875697,0.11317,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data","  MCAR"
1.494213,6.571048,0.772612,0.167904,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data","  MCAR"
4.2e-05,4.881164,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data","  MCAR"
0.060406,5.042177,0.98803,0.033745,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data","  MCAR"
0.264681,5.361625,0.950643,0.070661,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data","  MCAR"
0.698137,5.928017,0.882239,0.114767,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data","  MCAR"
1.621644,7.030164,0.769336,0.174917,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data","  MCAR"
5.3e-05,3.888511,1,5.7e-05,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data","  MCAR"
0.057543,4.064284,0.985855,0.032935,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data","  MCAR"
0.253775,4.396683,0.942292,0.06919,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data","  MCAR"
0.675044,4.974092,0.864297,0.112852,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data","  MCAR"
1.464521,6.085756,0.759359,0.166227,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data","  MCAR"
5.2e-05,4.003511,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data","  MCAR"
0.057971,4.178175,0.986138,0.033057,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data","  MCAR"
0.255463,4.508479,0.943348,0.069419,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data","  MCAR"
0.678634,5.084181,0.866529,0.113152,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data","  MCAR"
1.49282,6.194446,0.759013,0.167826,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data","  MCAR"
4e-05,4.4732,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data","  MCAR"
0.060195,4.63644,0.987028,0.033686,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data","  MCAR"
0.263956,4.955992,0.94675,0.070564,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data","  MCAR"
0.696643,5.523415,0.873883,0.114644,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data","  MCAR"
1.612297,6.625939,0.756675,0.174412,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data","  MCAR"
5e-05,3.331889,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","50%","Four Variables with Missing Data","  MCAR"
0.057538,3.507034,0.983608,0.032934,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","50%","Four Variables with Missing Data","  MCAR"
0.253785,3.839223,0.933909,0.069191,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","50%","Four Variables with Missing Data","  MCAR"
0.675054,4.416632,0.847166,0.112853,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","50%","Four Variables with Missing Data","  MCAR"
1.46453,5.528297,0.735091,0.166228,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","50%","Four Variables with Missing Data","  MCAR"
5.1e-05,3.437996,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","50%","Four Variables with Missing Data","  MCAR"
0.057955,3.612861,0.983973,0.033053,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","50%","Four Variables with Missing Data","  MCAR"
0.255355,3.94404,0.935268,0.069405,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","50%","Four Variables with Missing Data","  MCAR"
0.678388,4.519825,0.849918,0.113132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","50%","Four Variables with Missing Data","  MCAR"
1.490725,5.630487,0.735247,0.167708,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","50%","Four Variables with Missing Data","  MCAR"
4.5e-05,3.862787,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","50%","Four Variables with Missing Data","  MCAR"
0.059954,4.028847,0.985132,0.033619,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","50%","Four Variables with Missing Data","  MCAR"
0.26294,4.349715,0.939561,0.070428,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","50%","Four Variables with Missing Data","  MCAR"
0.694465,4.917535,0.858787,0.114464,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","50%","Four Variables with Missing Data","  MCAR"
1.597713,6.021695,0.73468,0.173622,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","50%","Four Variables with Missing Data","  MCAR"
4.7e-05,4.258323,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.057541,4.434653,0.987036,0.032935,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.253777,4.767007,0.946774,0.06919,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.675046,5.344417,0.8737,0.112853,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data"," Weak MAR"
1.464522,6.456082,0.773162,0.166227,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data"," Weak MAR"
5.2e-05,4.38073,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.057995,4.554749,0.987279,0.033064,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.255552,4.885138,0.947698,0.069431,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.678843,5.460855,0.875697,0.11317,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data"," Weak MAR"
1.494213,6.571048,0.772612,0.167904,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data"," Weak MAR"
4.2e-05,4.881164,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.060406,5.042177,0.98803,0.033745,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.264681,5.361625,0.950643,0.070661,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.698137,5.928017,0.882239,0.114767,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data"," Weak MAR"
1.621644,7.030164,0.769336,0.174917,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%"," Two Variables with Missing Data"," Weak MAR"
4.3e-05,3.829903,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.057541,4.006402,0.985651,0.032934,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.253774,4.339444,0.941531,0.06919,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.675043,4.916853,0.862717,0.112852,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data"," Weak MAR"
1.46452,6.028517,0.757074,0.166227,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data"," Weak MAR"
5e-05,3.949313,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.057984,4.125202,0.985957,0.033061,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.255482,4.458482,0.942709,0.069422,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.678735,5.031299,0.865106,0.113161,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data"," Weak MAR"
1.493397,6.141039,0.756823,0.167858,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data"," Weak MAR"
3.7e-05,4.434361,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.0603,4.594013,0.986886,0.033715,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.264264,4.914337,0.946236,0.070605,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.697303,5.481023,0.872787,0.114698,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data"," Weak MAR"
1.616267,6.583538,0.754505,0.174627,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","20%"," Two Variables with Missing Data"," Weak MAR"
4.5e-05,3.71465,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.057541,3.889471,0.985219,0.032935,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.253781,4.220142,0.939876,0.06919,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.67505,4.797551,0.859302,0.112853,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data"," Weak MAR"
1.464527,5.909216,0.752169,0.166228,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data"," Weak MAR"
4.8e-05,3.830363,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.057976,4.005188,0.985538,0.033059,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.255494,4.336836,0.941099,0.069424,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.678686,4.913887,0.861893,0.113157,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data"," Weak MAR"
1.493058,6.02111,0.752036,0.167839,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data"," Weak MAR"
4.6e-05,4.309083,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.060261,4.468591,0.986526,0.033704,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.264095,4.790807,0.944885,0.070583,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.696866,5.355165,0.869879,0.114662,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data"," Weak MAR"
1.613822,6.458551,0.750132,0.174495,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","50%"," Two Variables with Missing Data"," Weak MAR"
4.7e-05,4.258323,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data"," Weak MAR"
0.057541,4.434653,0.987036,0.032935,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data"," Weak MAR"
0.253777,4.767007,0.946774,0.06919,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data"," Weak MAR"
0.675046,5.344417,0.8737,0.112853,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data"," Weak MAR"
1.464522,6.456082,0.773162,0.166227,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data"," Weak MAR"
5.2e-05,4.38073,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data"," Weak MAR"
0.057995,4.554749,0.987279,0.033064,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data"," Weak MAR"
0.255552,4.885138,0.947698,0.069431,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data"," Weak MAR"
0.678843,5.460855,0.875697,0.11317,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data"," Weak MAR"
1.494213,6.571048,0.772612,0.167904,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data"," Weak MAR"
4.2e-05,4.881164,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data"," Weak MAR"
0.060406,5.042177,0.98803,0.033745,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data"," Weak MAR"
0.264681,5.361625,0.950643,0.070661,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data"," Weak MAR"
0.698137,5.928017,0.882239,0.114767,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data"," Weak MAR"
1.621644,7.030164,0.769336,0.174917,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor (DF)","0%","Four Variables with Missing Data"," Weak MAR"
4e-05,3.46082,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data"," Weak MAR"
0.057544,3.638315,0.984198,0.032935,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data"," Weak MAR"
0.253776,3.972039,0.936122,0.06919,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data"," Weak MAR"
0.675045,4.549448,0.85163,0.112853,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data"," Weak MAR"
1.464521,5.661112,0.741308,0.166227,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data"," Weak MAR"
4.8e-05,3.575179,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data"," Weak MAR"
0.057957,3.750628,0.984561,0.033053,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data"," Weak MAR"
0.255378,4.086887,0.937525,0.069408,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data"," Weak MAR"
0.67855,4.657933,0.854333,0.113145,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data"," Weak MAR"
1.491628,5.767164,0.741365,0.167759,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor (DF)","20%","Four Variables with Missing Data"," Weak MAR"
